"ID","Sexe","condition","birthdate","parent","prop.lg","prop.lg.mat","prop.lg.pat","prop.ad.nid","epm1.ordre","epm1.n.essais","epm1.essai2","epm1.feces","epm1.poids","epm1.date","of1.ordre","of1.feces","of1.date","dlb1.ordre","dlb1.feces","epm2.ordre","epm2.feces","epm2.date","pm2.poids","of2.ordre","of2.feces","dlb2.ordre","dlb2.feces","X","session","pup","back_out","noze_out","tail1_out","tail2_out","dist_cm_back","lat_nose","lat_eye","lat_back","lat_tail1","lat_tail2","nb_out_nose","nb_out_eyeR","nb_out_eyeL","nb_out_back","duree_central","entrees_central","dist_cm_back_central","duree_cote_porte","dist_cm_back_cote_porte","duree_cote_opp_porte","dist_cm_back_cote_opp_porte","nb_rear","video"
"B4_4","f","B","10/04/22","B4",0.114583333,0.052083333,0.0625,0.953125,"3",1,"na",2,8.21,"17/05/22",4,5,"18/05/22",3,0,"1","0","09/06/22","11.58",1,"3",1,0,1,"1",4,138.48,139.72,136.64,135.64,947.143836644098,18.76,18.88,19.16,19.56,20.16,19,11,11,9,19.84,15,189.002351363685,88.24,374.11305506514,18.96,124.081733724815,25,"DLB_1_B4_4"
"B4_4","f","B","10/04/22","B4",0.114583333,0.052083333,0.0625,0.953125,"3",1,"na",2,8.21,"17/05/22",4,5,"18/05/22",3,0,"1","0","09/06/22","11.58",1,"3",1,0,246,"2",4,91.76,116.12,77.04,68.28,231.678854303289,5.56,0.4,7.04,8.2,8.28,13,10,10,11,2.08,2,26.4295163119274,69.16,118.9961480865,24.36,56.4239730327759,13,"DLB_2_B4_4"
"B4_5","m","B","10/04/22","B4",0.114583333,0.052083333,0.0625,0.953125,"2",1,"na",1,9.34,"17/05/22",1,6,"18/05/22",2,3,"6","0","09/06/22","12.88",6,"3",7,0,93,"1",5,108.36,116,103.72,99.56,768.381361761125,1.4,1.44,1.6,4.08,4.12,18,12,13,7,6.72,12,154.040140783096,60.68,215.302747435905,24.44,177.645702790164,6,"DLB_1_B4_5"
"B4_2","f","B","10/04/22","B4",0.114583333,0.052083333,0.0625,0.953125,"6",1,"na",1,7.67,"17/05/22",5,3,"18/05/22",4,3,"3","0","09/06/22","10.47",3,"6",5,0,20,"2",2,43.08,82.16,32.32,30.96,252.380557788705,9.52,9.84,11.52,12.68,13.4,10,6,5,9,2.2,2,23.936841049675,43.44,102.848442822128,12.44,65.5363378304599,8,"DLB_2_B4_2"
"B4_1","f","B","10/04/22","B4",0.114583333,0.052083333,0.0625,0.953125,"1",1,"na",1,8.65,"17/05/22",2,6,"18/05/22",8,1,"2","0","09/06/22","12.1",5,"5",3,0,242,"2",1,61.4,91.96,42.96,44.56,214.794772095,17.56,17.92,18.68,22.24,22.76,11,9,7,7,0.64,1,13.0902633493189,60.92,127.598311368807,8.4,44.968778241613,15,"DLB_2_B4_1"
"B4_7","f","B","10/04/22","B4",0.114583333,0.052083333,0.0625,0.953125,"7",1,"na",1,8.61,"17/05/22",7,0,"18/05/22",1,1,"5","1","09/06/22","11.44",2,"4",4,0,98,"1",7,50.64,75.92,43.2,42.72,268.762463901368,15.12,15.16,15.6,17.28,17.32,12,9,9,6,2.48,2,27.1945717320177,37.64,134.775235288493,7.76,48.130093188494,2,"DLB_1_B4_7"
"B4_2","f","B","10/04/22","B4",0.114583333,0.052083333,0.0625,0.953125,"6",1,"na",1,7.67,"17/05/22",5,3,"18/05/22",4,3,"3","0","09/06/22","10.47",3,"6",5,0,87,"1",2,135.8,144.76,125.4,118.56,689.996702448294,9.12,9.36,9.68,11.96,16.48,12,13,13,8,2.8,5,47.8812113461067,84.8,291.145032723607,43.56,207.494348898127,21,"DLB_1_B4_2"
"B4_1","f","B","10/04/22","B4",0.114583333,0.052083333,0.0625,0.953125,"1",1,"na",1,8.65,"17/05/22",2,6,"18/05/22",8,1,"2","0","09/06/22","12.1",5,"5",3,0,84,"1",1,97.68,97.76,95.24,88.32,622.018496164987,10.6,11.04,11.68,12.16,12.52,20,11,10,8,4.88,7,87.3824059265193,63,268.208028670898,19.36,117.897060238182,19,"DLB_1_B4_1"
"B4_3","f","B","10/04/22","B4",0.114583333,0.052083333,0.0625,0.953125,"5",1,"na",1,10.06,"17/05/22",3,2,"18/05/22",5,3,"4","2","09/06/22","13.42",4,"3",2,0,85,"1",3,275.6,261.12,273.4,259.4,1314.98006562267,5.64,5.72,6.04,6.56,8.56,6,5,5,1,15.88,16,200.789869792489,127.12,396.366363821637,92.36,356.154568981804,33,"DLB_1_B4_3"
"B5_4","m","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"3",1,"na",0,9.79,"02/06/22",7,10,"03/06/22",7,1,"9","0","23/06/22","12.46",8,"9",2,0,91,"1",4,23.84,32.04,20.8,19.2,141.06237451569,22.72,22.84,26.8,29.16,30.48,6,5,5,6,0.56,1,9.63838229160379,19.2,53.3401668419991,6.92,42.1763135950211,3,"DLB_1_B5_4"
"B5_5","f","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"5",1,"na",3,10.31,"02/06/22",8,4,"03/06/22",3,6,"3","1","23/06/22","12.09",1,"7",6,2,92,"1",5,129.76,129.08,113.32,108.04,670.431829446233,0.04,0.36,1.32,3.32,3.56,20,11,10,6,2.64,5,50.4054061121005,82.16,306.415815410945,28.88,153.276316004922,16,"DLB_1_B5_5"
"B5_1","f","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"10",1,"na",0,10.33,"02/06/22",1,7,"03/06/22",5,2,"1","0","23/06/22","10.65",5,"3",9,0,257,"2",1,89.04,113.2,78.44,77.68,424.249847559795,2.96,3.04,3.68,53.4,53.44,15,10,9,7,1.36,3,27.2763362221478,53.92,151.527679512388,27.16,130.865173999392,6,"DLB_2_B5_1"
"B5_1","f","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"10",1,"na",0,10.33,"02/06/22",1,7,"03/06/22",5,2,"1","0","23/06/22","10.65",5,"3",9,0,95,"1",1,80.08,85.16,76.8,75.44,468.304653704943,13.92,15.28,15.72,16.92,17.24,16,7,8,5,3.6,6,73.4011300837949,43.8,169.2505161602,28,120.115847650732,11,"DLB_1_B5_1"
"B5_2","f","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"9",1,"na",3,10.03,"02/06/22",9,5,"03/06/22",9,1,"6","1","23/06/22","11.31",6,"5",10,3,90,"1",2,88.4,112.52,82.88,83.2,443.674924258948,5.08,5.12,5.4,5.8,6.08,20,14,14,8,4.16,9,82.2506952305849,36.96,145.166347398213,48,97.866104948741,5,"DLB_1_B5_2"
"B5_3","m","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"4",1,"na",0,10.62,"02/06/22",10,3,"03/06/22",10,3,"7","1","23/06/22","12.39",7,"5",1,0,260,"2",3,47.24,75.68,43.04,43.84,278.703450442389,2.44,2.52,2.84,3.32,3.6,14,5,6,3,1.12,2,17.7862764681683,18.48,58.1239621223773,31.08,133.739234207296,2,"DLB_2_B5_3"
"B5_4","m","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"3",1,"na",0,9.79,"02/06/22",7,10,"03/06/22",7,1,"9","0","23/06/22","12.46",8,"9",2,0,251,"2",4,0,11.32,0,0,0,21.6,22.24,300,300,300,4,2,2,0,0,0,0,0.16,0,0,0,0,"DLB_2_B5_4"
"B5_2","f","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"9",1,"na",3,10.03,"02/06/22",9,5,"03/06/22",9,1,"6","1","23/06/22","11.31",6,"5",10,3,250,"2",2,116.64,159.48,112.16,110.64,308.157998697764,24.8,61.92,65.08,66.12,66.24,15,5,8,4,3.32,4,48.7598918063709,38.12,99.9979517926589,80.96,71.4852582044538,4,"DLB_2_B5_2"
"B5_6","f","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"6",1,"na",3,9.96,"02/06/22",6,6,"03/06/22",4,3,"5","0","23/06/22","9.81",3,"1",5,3,252,"2",6,60.04,88.92,56.56,56.72,281.057739328823,19.28,19.96,20.48,20.84,21.28,11,6,10,3,1.6,3,36.7311981678335,33.28,123.501128769655,28.08,74.268563767839,3,"DLB_2_B5_6"
"B5_5","f","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"5",1,"na",3,10.31,"02/06/22",8,4,"03/06/22",3,6,"3","1","23/06/22","12.09",1,"7",6,2,258,"2",5,189.16,194.96,178.12,176.76,704.961174401579,6.48,6.6,7.84,9.32,11.16,13,5,5,4,5.08,5,78.2516650889109,86.48,253.217707468304,79.52,194.56391912874,15,"DLB_2_B5_5"
"B5_6","f","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"6",1,"na",3,9.96,"02/06/22",6,6,"03/06/22",4,3,"5","0","23/06/22","9.81",3,"1",5,3,88,"1",6,54.92,68.56,49.88,48.56,339.529233113651,10,11.52,11.96,12.56,13.24,7,7,6,3,2.2,4,52.6968055977189,21,102.538267201201,26.68,86.1878788704771,2,"DLB_1_B5_6"
"B5_9","f","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"1",1,"na",2,9.98,"02/06/22",5,4,"03/06/22",6,4,"2","2","23/06/22","11.21",2,"5",7,0,59,"2",9,136.08,148.48,126.6,122.52,443.645816828573,9.8,9.92,15.4,16.4,16.92,17,10,11,6,2.8,4,50.8031757931471,62.2,198.953935638594,44,104.859903985247,14,"DLB_2_B5_9"
"B5_9","f","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"1",1,"na",2,9.98,"02/06/22",5,4,"03/06/22",6,4,"2","2","23/06/22","11.21",2,"5",7,0,97,"1",9,182.84,171.2,176.28,162.8,1188.0308069416,22.4,22.48,22.8,23.8,24.56,35,26,24,12,14.28,16,191.008423350837,123.32,548.153263813017,26.84,193.907218657563,16,"DLB_1_B5_9"
"B5_10","m","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"7",1,"na",4,8.6,"02/06/22",4,0,"03/06/22",8,0,"10","2","23/06/22","10.3",9,"6",4,4,94,"1",10,52.36,93.84,42.88,39.48,303.170674748396,44.64,45.52,61.52,62.04,62.36,11,10,8,7,2.84,4,33.5452579217748,45.32,147.505690050051,7,44.6075170916918,11,"DLB_1_B5_10"
"B5_10","m","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"7",1,"na",4,8.6,"02/06/22",4,0,"03/06/22",8,0,"10","2","23/06/22","10.3",9,"6",4,4,21,"2",10,143,151.32,134.28,127.28,990.393354225145,12.36,12.36,12.84,16.28,17.52,28,15,14,12,11.16,16,187.141740963456,84.36,335.542108260043,39.04,248.75845402453,23,"DLB_2_B5_10"
"B5_7","f","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"2",1,"na",2,10.26,"02/06/22",3,3,"03/06/22",1,0,"4","3","23/06/22","10.52",4,"3",8,1,8,"1",7,33.84,41.92,26.2,29.36,239.893381135321,8.4,8.48,8.68,9.2,9.28,9,7,10,4,1.8,2,28.8390146877244,18.6,84.5884581255267,13.44,59.8108387543769,4,"DLB_1_B5_7"
"B5_8","m","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"8",1,"na",0,11.83,"02/06/22",2,4,"03/06/22",2,3,"8","3","23/06/22","12.49",10,"4",3,6,96,"1",8,36.32,47.68,34.76,34.92,173.281085452981,28.36,28.72,29.8,32.56,32.64,10,8,11,3,0,0,0,21.56,81.4197458943165,7.24,44.5606654589323,0,"DLB_1_B5_8"
"B5_3","m","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"4",1,"na",0,10.62,"02/06/22",10,3,"03/06/22",10,3,"7","1","23/06/22","12.39",7,"5",1,0,7,"1",3,49.64,59.2,46.24,45.88,268.816907015052,8.16,8.2,10.08,12.12,12.56,8,4,4,2,0,0,0,18.96,99.8623303003774,28.52,93.2920927427108,1,"DLB_1_B5_3"
"B5_7","f","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"2",1,"na",2,10.26,"02/06/22",3,3,"03/06/22",1,0,"4","3","23/06/22","10.52",4,"3",8,1,247,"2",7,12,16.76,10.76,10.88,82.3827996600176,20.04,20.2,21.68,23.56,23.6,5,1,2,2,0.48,2,12.9711912919393,4.96,22.3472029993096,5.84,16.6084960356654,1,"DLB_2_B5_7"
"B5_8","m","B","24/04/22","B5",0.166666667,0.083333333,0.078125,0.895833333,"8",1,"na",0,11.83,"02/06/22",2,4,"03/06/22",2,3,"8","3","23/06/22","12.49",10,"4",3,6,254,"2",8,188,184.44,184.64,184.84,710.679608579703,27.52,27.64,28.6,29.96,30.12,16,9,9,5,4.96,12,118.858248853999,49.84,240.826296345527,118.52,153.34475830309,5,"DLB_2_B5_8"
"B6_1","f","B","04/04/22","B6",0.145833333,0.098958333,0.041666667,0.90625,"2",1,"na",3,10.91,"10/05/22",3,5,"11/05/22",5,1,"4","0","05/06/22","14.37",2,"1",3,3,101,"1",1,83.28,91.72,79.64,79.08,521.250011098277,27.48,27.56,28.56,30.4,30.48,12,9,9,3,5.72,8,98.7520948081683,50.48,194.713357826754,16.4,110.834743435925,8,"DLB_1_B6_1"
"B6_1","f","B","04/04/22","B6",0.145833333,0.098958333,0.041666667,0.90625,"2",1,"na",3,10.91,"10/05/22",3,5,"11/05/22",5,1,"4","0","05/06/22","14.37",2,"1",3,3,255,"2",1,146.12,147.88,135.36,137,435.3679653572,6.12,7.2,7.76,10.44,10.8,11,5,5,4,16.6,6,65.9517623867843,48.8,128.562548856312,31.32,106.662908686487,8,"DLB_2_B6_1"
"B6_6","m","B","04/04/22","B6",0.145833333,0.098958333,0.041666667,0.90625,"4",1,"na",3,10.16,"10/05/22",4,7,"11/05/22",4,0,"6","0","05/06/22","14.96",5,"1",6,0,54,"2",6,29.12,47.44,24.96,24,126.799131487104,6.16,6.24,7.84,10.6,11.12,6,3,3,3,0.28,1,10.190908969142,21.88,42.2655225177677,11.16,44.3691508937228,2,"DLB_2_B6_6"
"B6_3","f","B","04/04/22","B6",0.145833333,0.098958333,0.041666667,0.90625,"05/07/25",1,"na",NA,10.3,"10/05/22",6,3,"11/05/22",3,1,"02/05/25","xx","05/06/22","15.81",1,"1",4,2,100,"1",3,54.96,76,51.4,48.32,235.580071560488,26.48,26.64,29.8,30.8,31.56,9,5,5,2,1.12,2,21.5271243474929,43.68,117.262713999565,8.4,39.0504434044241,7,"DLB_1_B6_3"
"B6_2","f","B","04/04/22","B6",0.145833333,0.098958333,0.041666667,0.90625,"3",1,"na",3,8.86,"10/05/22",2,5,"11/05/22",2,0,"3","1","05/06/22","10.05",3,"5",1,1,99,"1",2,117.08,92.72,111.92,101.28,509.104201688692,48.64,48.72,49.08,49.28,49.48,17,8,8,6,4.24,8,94.7105257212146,43.64,140.849243982468,65.88,163.535214046141,14,"DLB_1_B6_2"
"B6_3","f","B","04/04/22","B6",0.145833333,0.098958333,0.041666667,0.90625,"05/07/25",1,"na",NA,10.3,"10/05/22",6,3,"11/05/22",3,1,"02/05/25","xx","05/06/22","15.81",1,"1",4,2,256,"2",3,58.8,85.52,51.44,47.48,316.301984094398,1.04,1.12,1.44,2.32,2.48,11,9,9,6,2.76,6,54.7539567388314,46.64,114.028653451999,13.16,66.4266471377304,7,"DLB_2_B6_3"
"B6_2","f","B","04/04/22","B6",0.145833333,0.098958333,0.041666667,0.90625,"3",1,"na",3,8.86,"10/05/22",2,5,"11/05/22",2,0,"3","1","05/06/22","10.05",3,"5",1,1,253,"2",2,63.8,74.68,51.64,50.92,272.530104325179,22.2,22.32,24.12,26.96,28.04,9,6,6,6,0.56,3,14.3466674090447,40.12,93.3202877464678,21.04,90.4025468505755,6,"DLB_2_B6_2"
"B6_4","m","B","04/04/22","B6",0.145833333,0.098958333,0.041666667,0.90625,"6",1,"na",0,9.01,"10/05/22",5,4,"11/05/22",1,4,"7","0","05/06/22","13.16",6,"3",5,0,9,"1",4,78.72,103.16,77.56,75.84,481.517100679835,16.28,16.44,17.28,18.36,19.32,18,10,7,5,3.44,6,70.8088057857811,40.28,141.783665865121,25.56,114.935596892995,7,"DLB_1_B6_4"
"B6_4","m","B","04/04/22","B6",0.145833333,0.098958333,0.041666667,0.90625,"6",1,"na",0,9.01,"10/05/22",5,4,"11/05/22",1,4,"7","0","05/06/22","13.16",6,"3",5,0,259,"2",4,146,150.36,129.04,119.64,656.927837239106,15.48,15.52,15.88,17.6,17.76,19,11,11,10,3.36,8,91.5745478172678,112.68,362.634351957604,21.6,77.9924785593702,22,"DLB_2_B6_4"
"B6_5","f","B","04/04/22","B6",0.145833333,0.098958333,0.041666667,0.90625,"1",1,"na",0,9.07,"10/05/22",1,2,"11/05/22",6,0,"1","0","05/06/22","12.48",4,"2",2,0,104,"1",5,226.2,195.84,223.04,211.28,936.200743867451,33.76,33.92,35.96,37.64,37.88,15,7,7,7,7.64,15,166.0781270295,90.8,290.707423037552,111.28,241.029139424591,21,"DLB_1_B6_5"
"B6_6","m","B","04/04/22","B6",0.145833333,0.098958333,0.041666667,0.90625,"4",1,"na",3,10.16,"10/05/22",4,7,"11/05/22",4,0,"6","0","05/06/22","14.96",5,"1",6,0,102,"1",6,93.32,101,85.96,85.64,505.595376524195,30.28,30.52,31.76,36.52,36.6,12,8,7,6,2.96,5,57.1199326842754,44.72,160.84662504323,32.16,123.575128178138,7,"DLB_1_B6_6"
"B6_5","f","B","04/04/22","B6",0.145833333,0.098958333,0.041666667,0.90625,"1",1,"na",0,9.07,"10/05/22",1,2,"11/05/22",6,0,"1","0","05/06/22","12.48",4,"2",2,0,248,"2",5,237.8,217.88,228.28,220.64,746.387270907456,1.04,1.16,1.56,1.92,2.24,17,8,7,5,21.08,13,168.549907713983,71.76,245.898735978577,121.84,217.753311178027,26,"DLB_2_B6_5"
"B7_8","m","B","11/05/22","B7",0.088888889,0.022222222,0.066666667,0.7,"3",1,"na",0,7.46,"15/06/22",2,4,"16/06/22",2,4,"1","3","10/07/22","10.11",4,"0",3,2,265,"2",8,34.88,84.52,26.8,24.24,209.672338891195,15.4,15.44,15.72,20.08,20.16,22,9,12,6,0.2,1,8.81876577219217,30.52,120.073676525802,8.36,46.3922808044732,8,"DLB_2_B7_8"
"B7_6","m","B","11/05/22","B7",0.088888889,0.022222222,0.066666667,0.7,"4",1,"na",1,6.36,"15/06/22",1,6,"16/06/22",4,1,"4","0x","10/07/22","8.36",3,"3",4,1,60,"2",6,119.56,143.88,110.56,104.48,740.229065865161,0.36,11.88,13.28,14.4,14.44,14,11,10,10,5.32,9,90.4803555578274,81.64,353.816081912774,27.32,139.590049228196,24,"DLB_2_B7_6"
"B7_6","m","B","11/05/22","B7",0.088888889,0.022222222,0.066666667,0.7,"4",1,"na",1,6.36,"15/06/22",1,6,"16/06/22",4,1,"4","0x","10/07/22","8.36",3,"3",4,1,108,"1",6,268.88,265.52,266.52,267.16,1200.41069161515,10.52,10.6,10.88,11.2,11.52,13,4,4,5,29.36,20,292.718476440684,66.68,234.138906822401,110.16,345.582321198973,30,"DLB_1_B7_6"
"B7_3","m","B","11/05/22","B7",0.088888889,0.022222222,0.066666667,0.7,"1",1,"na",5,8.48,"15/06/22",4,3,"16/06/22",1,3,"2","0","10/07/22","11.25",2,"6",2,4,272,"2",3,55.48,78.04,48.12,49.04,331.839894787715,19.04,19.12,19.72,23.92,23.96,14,13,13,5,2.92,3,34.1134838453401,40.64,143.3880094696,10.24,79.6536543297344,4,"DLB_2_B7_3"
"B7_4","f","B","11/05/22","B7",0.088888889,0.022222222,0.066666667,0.7,"2",1,"na",NA,6.38,"15/06/22",3,3,"16/06/22",3,0,"5","2","10/07/22","9.7",1,"2",1,1,262,"2",4,18.52,58.28,15.76,16.6,158.299995236812,10.6,10.68,11.04,12.92,12.96,17,10,11,3,0.64,2,16.8645530148364,13.36,59.3378856655678,6.2,43.0875120418144,0,"DLB_2_B7_4"
"B7_4","f","B","11/05/22","B7",0.088888889,0.022222222,0.066666667,0.7,"2",1,"na",NA,6.38,"15/06/22",3,3,"16/06/22",3,0,"5","2","10/07/22","9.7",1,"2",1,1,36,"1",4,71.88,95.72,71.44,72.16,410.871562119142,20.32,20.56,33.92,35.44,35.6,19,10,15,4,5.84,7,75.8903997940774,36.68,136.010219492041,20.72,83.2720253373907,5,"DLB_1_B7_4"
"B7_8","m","B","11/05/22","B7",0.088888889,0.022222222,0.066666667,0.7,"3",1,"na",0,7.46,"15/06/22",2,4,"16/06/22",2,4,"1","3","10/07/22","10.11",4,"0",3,2,105,"1",8,246.56,238.28,244.72,241.08,859.232502032748,11.92,12.04,12.76,14,14.44,10,6,4,4,43.08,11,135.06791120651,132.32,298.511866405084,50.68,203.275780905026,22,"DLB_1_B7_8"
"B7_3","m","B","11/05/22","B7",0.088888889,0.022222222,0.066666667,0.7,"1",1,"na",5,8.48,"15/06/22",4,3,"16/06/22",1,3,"2","0","10/07/22","11.25",2,"6",2,4,103,"1",3,84.48,118.92,81.64,79.64,279.573223083907,18.96,19.04,19.48,19.64,20,17,11,13,5,6.68,3,46.4085702324107,61.44,133.294025729878,6.08,32.5347307744764,3,"DLB_1_B7_3"
"B8_5","f","B","10/05/22","B8",0.161458333,0.072916667,0.083333333,0.765625,"6",1,"na",3,11.51,"14/06/22",3,4,"15/06/22",3,0,"1","3","10/07/22","14.04",6,"2",5,0,269,"2",5,53.24,76.24,42.88,42.8,275.718199368553,10.68,10.76,11.64,14.12,14.32,16,5,7,5,1.2,2,23.0617004560483,33.44,111.725384951096,16.68,41.2542407620107,4,"DLB_2_B8_5"
"B8_5","f","B","10/05/22","B8",0.161458333,0.072916667,0.083333333,0.765625,"6",1,"na",3,11.51,"14/06/22",3,4,"15/06/22",3,0,"1","3","10/07/22","14.04",6,"2",5,0,111,"1",5,60.76,79.68,54.6,56.64,283.173940922212,17.84,17.96,21.24,22.04,22.2,12,8,8,3,0.6,2,11.0496416949583,46.44,142.463940598973,9.92,79.0489487754221,5,"DLB_1_B8_5"
"B8_6","m","B","10/05/22","B8",0.161458333,0.072916667,0.083333333,0.765625,"4",1,"na",1,11.96,"14/06/22",5,8,"15/06/22",2,0,"3","0","10/07/22","14.19",3,"2",2,1,40,"1",6,18.88,49,15.12,13.68,135.846742529804,4.8,4.88,16.32,18.56,18.6,6,6,5,2,0,0,0,9,51.6359755842306,8.28,45.1603485886498,0,"DLB_1_B8_6"
"B8_1","m","B","10/05/22","B8",0.161458333,0.072916667,0.083333333,0.765625,"1",1,"na",2,10.56,"14/06/22",2,3,"15/06/22",5,4,"6","3","10/07/22","15.32",2,"1",3,0,109,"1",1,73.6,75.4,72.12,68.6,508.848314637129,3.32,3.4,3.6,4.84,5.76,18,7,6,6,1.16,4,26.4058275793525,52.48,228.034075446634,15.24,100.864768093484,6,"DLB_1_B8_1"
"B8_3","f","B","10/05/22","B8",0.161458333,0.072916667,0.083333333,0.765625,"5",1,"na",0,9.94,"14/06/22",6,3,"15/06/22",4,0,"2","2","10/07/22","14.02",5,"6",6,0,282,"2",3,70.52,84.08,65.88,65.6,493.013533573069,24,24.16,24.64,25.4,25.44,16,10,12,7,1.56,7,50.8566659134239,38.2,187.599641481626,24.32,90.0154485046163,2,"DLB_2_B8_3"
"B8_3","f","B","10/05/22","B8",0.161458333,0.072916667,0.083333333,0.765625,"5",1,"na",0,9.94,"14/06/22",6,3,"15/06/22",4,0,"2","2","10/07/22","14.02",5,"6",6,0,106,"1",3,81.16,88.28,79.04,75.12,726.417885426241,5.92,5.96,6.32,7.72,8,18,11,13,6,4.32,8,79.7603374606031,39.36,236.336513382444,23.96,153.8420676565,7,"DLB_1_B8_3"
"B8_4","m","B","10/05/22","B8",0.161458333,0.072916667,0.083333333,0.765625,"2",1,"na",0,9.66,"14/06/22",4,7,"15/06/22",1,2,"5","0","10/07/22","14.5",4,"7",1,0,277,"2",4,6.32,13.92,0.12,0.56,9.65257283182942,178,179.24,180.52,180.88,180.92,3,1,1,1,0,0,0,8.16,9.65257283182942,0,0,0,"DLB_2_B8_4"
"B8_2","m","B","10/05/22","B8",0.161458333,0.072916667,0.083333333,0.765625,"3",1,"na",0,11.67,"14/06/22",1,8,"15/06/22",6,1,"4","1","10/07/22","15.96",1,"5",4,0,110,"1",2,63.32,80.96,57.64,57.72,320.037082918554,9.4,9.6,12.16,16.28,16.96,15,9,10,3,0.28,1,8.51299856363159,22.4,91.805059819174,31.2,92.2089701247695,1,"DLB_1_B8_2"
"B8_1","m","B","10/05/22","B8",0.161458333,0.072916667,0.083333333,0.765625,"1",1,"na",2,10.56,"14/06/22",2,3,"15/06/22",5,4,"6","3","10/07/22","15.32",2,"1",3,0,276,"2",1,19,24.8,14.64,14.2,122.548310265723,13.28,13.36,14.48,15.92,19.6,8,2,2,2,0.56,1,13.2234457516439,8.96,31.4551738127269,9.76,47.9703512366663,1,"DLB_2_B8_1"
"B8_6","m","B","10/05/22","B8",0.161458333,0.072916667,0.083333333,0.765625,"4",1,"na",1,11.96,"14/06/22",5,8,"15/06/22",2,0,"3","0","10/07/22","14.19",3,"2",2,1,278,"2",6,47.44,65.76,33.88,34.36,200.18934027843,6.4,17.08,17.88,21.84,21.88,11,6,6,3,2.36,3,11.2550381590342,32.48,99.174922742891,14,49.3996637242772,5,"DLB_2_B8_6"
"B8_2","m","B","10/05/22","B8",0.161458333,0.072916667,0.083333333,0.765625,"3",1,"na",0,11.67,"14/06/22",1,8,"15/06/22",6,1,"4","1","10/07/22","15.96",1,"5",4,0,52,"2",2,41.4,69.28,26.52,27.44,173.270074900414,14.24,14.32,22.56,22.92,22.96,8,7,6,9,0.36,2,14.7576617286906,34.24,96.7250764092106,15.4,20.6773102573265,3,"DLB_2_B8_2"
"B8_4","m","B","10/05/22","B8",0.161458333,0.072916667,0.083333333,0.765625,"2",1,"na",0,9.66,"14/06/22",4,7,"15/06/22",1,2,"5","0","10/07/22","14.5",4,"7",1,0,107,"1",4,81,98.4,62.56,63.56,480.789016508585,14.48,14.72,15.2,19.76,19.8,24,15,16,7,1.88,3,32.2857489053125,53.2,213.418033267108,18.24,109.848699671329,10,"DLB_1_B8_4"
"M0_5","m","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"6",1,"na",0,11.33,"03/08/22",3,11,"04/08/22",2,2,"1","0","26/08/22","16.27",3,"8",1,1,117,"1",5,42.88,62.8,39.32,39.88,389.698591255464,5.56,6.16,6.56,8.6,8.76,17,10,9,6,1.92,5,58.7901307109101,24.04,140.262851329619,16.2,78.3733417512019,3,"DLB_1_M0_5"
"M0_4","m","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"5",1,"na",0,8.06,"03/08/22",4,3,"04/08/22",7,1,"2","0","26/08/22","8.8",1,"7",3,1,274,"2",4,132.8,136.6,128.68,125.6,751.647197508914,8.2,8.32,9.44,10.28,10.32,23,11,10,7,6.64,9,117.083786437997,80.88,285.344032458993,34.48,172.885525577448,22,"DLB_2_M0_4"
"M0_7","f","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"3",1,"na",3,8.62,"03/08/22",1,11,"04/08/22",1,1,"6","5","26/08/22","8.7",5,"6",7,0,140,"1",7,27.72,61.28,23.72,22.8,227.403667058753,12.72,12.88,13.28,14.24,14.32,21,14,14,4,0.88,1,13.8291225206804,21.44,110.91520730998,9,31.5199373226581,0,"DLB_1_M0_7"
"M0_5","m","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"6",1,"na",0,11.33,"03/08/22",3,11,"04/08/22",2,2,"1","0","26/08/22","16.27",3,"8",1,1,266,"2",5,51.08,75.76,45.64,44.92,347.176591693402,2,2.32,5.76,6.68,6.72,17,12,12,8,5.28,7,73.5096418911766,33.12,123.929200230977,10.88,45.2649074749791,0,"DLB_2_M0_5"
